,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,genre,main_genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6
137,139,"['80', '18', '53']",27579,9.042,2010-09-01,5.8,690,51,The American,20000000.0,35606376.0,67950723.0,47950723,339.753615,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
138,140,"['18', '10749']",46705,8.994,2010-12-29,6.9,1677,25,Blue Valentine,1000000.0,9737892.0,16566240.0,15566240,1656.624,"['Drama', 'Romance']",Drama,Romance,,,,,
139,141,"['35', '27']",40264,8.992,2010-08-18,4.1,658,49,Vampires Suck,20000000.0,36661504.0,81424988.0,61424988,407.12494,"['Comedy', 'Horror']",Comedy,Horror,,,,,
140,142,"['18', '10752', '9648']",46738,8.972999999999999,2010-09-04,8.1,1034,76,Incendies,6800000.0,6857096.0,16038343.0,9238343,235.85798529411767,"['Drama', 'War', 'Mystery']",Drama,War,Mystery,,,,
141,143,"['28', '80', '18', '53']",22907,8.969,2010-08-26,6.2,605,95,Takers,32000000.0,57744720.0,70587268.0,38587268,220.5852125,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,
142,144,"['878', '28']",42684,8.847000000000001,2010-11-12,4.8,833,99,Skyline,10000000.0,21416355.0,68264973.0,58264973,682.64973,"['ScienceFiction', 'Action']",ScienceFiction,Action,,,,,
143,145,"['28', '35', '80']",23742,8.82,2010-02-26,5.4,796,99,Cop Out,37000000.0,44875481.0,55909910.0,18909910,151.1078648648649,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,
144,146,"['18', '53', '9648']",28211,8.807,2010-03-26,5.9,940,97,Chloe,13000000.0,3075255.0,11831131.0,-1168869,91.0087,"['Drama', 'Thriller', 'Mystery']",Drama,Thriller,Mystery,,,,
145,147,"['18', '27', '878']",52015,8.799,2010-10-01,6.2,415,47,Stake Land,4000000.0,33245.0,679482.0,-3320518,16.98705,"['Drama', 'Horror', 'ScienceFiction']",Drama,Horror,ScienceFiction,,,,
146,148,"['18', '10749']",42297,8.676,2010-11-23,7.1,1195,24,Burlesque,55000000.0,39440655.0,90552675.0,35552675,164.64122727272726,"['Drama', 'Romance']",Drama,Romance,,,,,
147,149,"['80', '53', '35', '9648']",27004,8.503,2010-01-01,5.8,112,32,Ca$H,13700000.0,0.0,11738256.0,-1961744,85.68070072992701,"['Crime', 'Thriller', 'Comedy', 'Mystery']",Crime,Thriller,Comedy,Mystery,,,
148,150,"['10751', '35']",38579,8.487,2010-06-04,5.1,367,59,Marmaduke,50000000.0,33644788.0,89895930.0,39895930,179.79186,"['Family', 'Comedy']",Family,Comedy,,,,,
149,151,['35'],32823,8.485,2010-06-04,5.9,980,22,Get Him To The Greek,40000000.0,61153526.0,91455875.0,51455875,228.6396875,['Comedy'],Comedy,,,,,,
150,152,"['10749', '878']",59457,8.482999999999999,2010-07-15,6.1,159,12,Womb,13000000.0,0.0,0.0,-13000000,0.0,"['Romance', 'ScienceFiction']",Romance,ScienceFiction,,,,,
151,153,"['35', '18']",39781,8.426,2010-07-09,6.6,854,87,The Kids Are All Right,4000000.0,20811365.0,36275469.0,32275469,906.886725,"['Comedy', 'Drama']",Comedy,Drama,,,,,
152,154,"['14', '27', '53']",46261,8.405,2010-11-06,5.5,550,43,Don'T Be Afraid Of The Dark,25000000.0,24046682.0,39126427.0,14126427,156.505708,"['Fantasy', 'Horror', 'Thriller']",Fantasy,Horror,Thriller,,,,
153,155,"['16', '18']",41201,8.404,2010-12-25,7.4,280,22,The Illusionist,16500000.0,39868642.0,83792062.0,67292062,507.8306787878788,"['Animation', 'Drama']",Animation,Drama,,,,,
154,156,"['18', '53']",44113,8.401,2010-10-22,5.2,334,50,Stone,22000000.0,1810078.0,4065020.0,-17934980,18.47736363636364,"['Drama', 'Thriller']",Drama,Thriller,,,,,
156,158,['18'],31007,8.347999999999999,2010-10-29,6.5,241,12,Welcome To The Rileys,10000000.0,152857.0,355919.0,-9644081,3.55919,['Drama'],Drama,,,,,,
157,159,"['35', '18', '14', '27', '9648']",45649,8.318999999999999,2010-09-01,5.9,417,55,Rubber,500000.0,100370.0,680914.0,180914,136.1828,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",Comedy,Drama,Fantasy,Horror,Mystery,,
158,160,"['35', '18', '10749']",38073,8.281,2010-09-03,6.0,394,11,Going The Distance,32000000.0,17804299.0,43603990.0,11603990,136.26246875,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
159,161,"['12', '14', '28', '37', '53']",46528,8.259,2010-12-03,6.1,203,65,The Warrior'S Way,42000000.0,5666340.0,8514325.0,-33485675,20.272202380952383,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",Adventure,Fantasy,Action,Western,Thriller,,
160,162,"['35', '18', '9648']",44718,8.215,2010-01-22,6.7,135,23,Get Low,7000000.0,9176933.0,10828305.0,3828305,154.69007142857143,"['Comedy', 'Drama', 'Mystery']",Comedy,Drama,Mystery,,,,
161,163,"['18', '10402']",27586,8.19,2010-03-19,6.4,448,57,The Runaways,9500000.0,3573673.0,5278632.0,-4221368,55.56454736842106,"['Drama', 'Music']",Drama,Music,,,,,
162,164,"['27', '53']",41436,8.163,2010-10-21,5.7,1342,65,Paranormal Activity 2,3000000.0,84752907.0,177512032.0,174512032,5917.067733333333,"['Horror', 'Thriller']",Horror,Thriller,,,,,
163,165,"['18', '14']",44603,7.886,2010-10-22,5.9,848,61,Hereafter,50000000.0,32746941.0,108660270.0,58660270,217.32054,"['Drama', 'Fantasy']",Drama,Fantasy,,,,,
164,166,"['18', '9648', '53', '80', '10749']",46503,7.871,2010-12-03,6.0,493,96,All Good Things,20000000.0,582024.0,873617.0,-19126383,4.368085,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']",Drama,Mystery,Thriller,Crime,Romance,,
165,167,"['18', '28', '35', '80']",34769,7.862999999999999,2010-02-26,6.4,295,80,Defendor,3750000.0,44462.0,44462.0,-3705538,1.1856533333333334,"['Drama', 'Action', 'Comedy', 'Crime']",Drama,Action,Comedy,Crime,,,
166,168,"['53', '9648']",11439,7.829,2010-02-12,6.8,1135,11,The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491,145.6277577777778,"['Thriller', 'Mystery']",Thriller,Mystery,,,,,
167,169,"['18', '53']",8999,7.814,2005-11-11,6.2,500,19,Derailed,22000000.0,36020063.0,57520063.0,35520063,261.45483181818184,"['Drama', 'Thriller']",Drama,Thriller,,,,,
168,170,"['35', '10749']",34016,7.775,2010-03-12,6.1,970,62,She'S Out Of My League,20000000.0,32010860.0,48680977.0,28680977,243.404885,"['Comedy', 'Romance']",Comedy,Romance,,,,,
169,171,['27'],26466,7.761,2010-02-02,6.8,1094,52,Triangle,12000000.0,0.0,1594955.0,-10405045,13.291291666666666,['Horror'],Horror,,,,,,
170,172,"['35', '10749', '18']",41210,7.745,2010-08-20,6.1,1008,39,The Switch,19000000.0,27758465.0,49858465.0,30858465,262.4129736842105,"['Comedy', 'Romance', 'Drama']",Comedy,Romance,Drama,,,,
171,173,"['35', '18', '10749']",39053,7.735,2010-06-18,6.0,201,27,Cyrus,7000000.0,7468936.0,10062896.0,3062896,143.75565714285713,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
172,174,['35'],41382,7.699,2010-08-20,5.7,92,90,Lottery Ticket,17000000.0,24719879.0,24719879.0,7719879,145.41105294117648,['Comedy'],Comedy,,,,,,
173,175,['18'],45958,7.697,2010-12-28,7.2,546,44,Biutiful,35000000.0,5101237.0,24687524.0,-10312476,70.53578285714286,['Drama'],Drama,,,,,,
174,176,"['28', '12', '35']",37931,7.666,2010-05-21,5.3,270,42,Macgruber,10000000.0,8525600.0,8629895.0,-1370105,86.29894999999999,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,
175,177,"['36', '28']",44092,7.621,2010-09-01,6.8,87,28,Reign Of Assassins,14000000.0,0.0,11354230.0,-2645770,81.10164285714285,"['History', 'Action']",History,Action,,,,,
176,178,"['18', '10749']",26022,7.619,2010-02-12,7.8,409,52,My Name Is Khan,8470000.0,4046336.0,42355526.0,33885526,500.0652420306966,"['Drama', 'Romance']",Drama,Romance,,,,,
177,179,"['35', '18']",39210,7.596,2010-12-22,6.1,376,42,Somewhere,7000000.0,1785645.0,17023121.0,10023121,243.18744285714288,"['Comedy', 'Drama']",Comedy,Drama,,,,,
178,180,"['18', '10749', '10402']",45272,7.567,2010-12-22,6.3,126,71,Country Strong,15000000.0,20218921.0,20601987.0,5601987,137.34658,"['Drama', 'Romance', 'Music']",Drama,Romance,Music,,,,
179,181,"['10402', '14', '28', '10751']",49852,7.566,2010-11-24,5.5,97,79,The Nutcracker In 3D,90000000.0,195459.0,20466016.0,-69533984,22.740017777777776,"['Music', 'Fantasy', 'Action', 'Family']",Music,Fantasy,Action,Family,,,
180,182,"['99', '10751']",36970,7.532,2010-04-21,7.2,167,2,Oceans,80000000.0,19422319.0,86787530.0,6787530,108.4844125,"['Documentary', 'Family']",Documentary,Family,,,,,
181,183,['18'],45094,7.51,2010-10-15,7.2,297,28,Conviction,12500000.0,6797696.0,11826980.0,-673020,94.61584,['Drama'],Drama,,,,,,
182,184,"['35', '10751']",38843,7.442,2010-07-23,6.3,460,60,Ramona And Beezus,15000000.0,26167002.0,27469621.0,12469621,183.13080666666664,"['Comedy', 'Family']",Comedy,Family,,,,,
183,185,"['35', '18']",46829,7.357,2011-01-14,7.2,210,86,Barney'S Version,30000000.0,7502560.0,8845575.0,-21154425,29.48525,"['Comedy', 'Drama']",Comedy,Drama,,,,,
184,186,"['18', '37']",57120,7.309,2010-10-08,6.5,113,40,Meek'S Cutoff,2000000.0,977772.0,1869928.0,-130072,93.4964,"['Drama', 'Western']",Drama,Western,,,,,
185,187,"['35', '18', '36']",46138,7.275,2010-11-19,6.6,150,14,Made In Dagenham,8000000.0,1095369.0,15644196.0,7644196,195.55245,"['Comedy', 'Drama', 'History']",Comedy,Drama,History,,,,
186,188,['18'],44835,7.14,2010-01-22,7.0,335,54,Hesher,7000000.0,382946.0,382946.0,-6617054,5.470657142857143,['Drama'],Drama,,,,,,
187,189,['18'],33511,7.099,2010-01-27,7.3,469,6,Nowhere Boy,1900000.0,1445366.0,7785229.0,5885229,409.74889473684215,['Drama'],Drama,,,,,,
188,190,"['80', '18', '53']",37414,7.087000000000001,2010-04-27,5.9,304,11,The Killer Inside Me,13000000.0,217277.0,3617277.0,-9382723,27.82520769230769,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
189,191,"['35', '18', '10749']",38093,7.047000000000001,2010-05-14,6.2,211,85,Just Wright,12000000.0,21540363.0,21867665.0,9867665,182.23054166666665,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
190,192,['35'],34803,6.862,2010-04-15,5.7,439,64,Death At A Funeral,21000000.0,42739347.0,48977233.0,27977233,233.22491904761904,['Comedy'],Comedy,,,,,,
191,193,"['18', '9648', '10749']",38407,6.824,2010-10-02,6.1,80,5,Shanghai,50000000.0,46425.0,15505922.0,-34494078,31.011844,"['Drama', 'Mystery', 'Romance']",Drama,Mystery,Romance,,,,
192,194,"['10749', '35', '18']",47607,6.695,2010-11-12,5.9,82,18,Tiny Furniture,50000.0,391674.0,424149.0,374149,848.298,"['Romance', 'Comedy', 'Drama']",Romance,Comedy,Drama,,,,
193,195,"['35', '10749']",35688,6.636,2010-04-02,5.9,49,16,Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,40831067,304.155335,"['Comedy', 'Romance']",Comedy,Romance,,,,,
194,196,['35'],38778,6.632000000000001,2010-07-30,5.6,920,51,Dinner For Schmucks,69000000.0,73026337.0,86796502.0,17796502,125.79203188405796,['Comedy'],Comedy,,,,,,
195,197,"['80', '18', '53', '36']",43434,6.568,2010-10-11,7.0,87,47,Carlos,18000000.0,145526.0,1619153.0,-16380847,8.995294444444445,"['Crime', 'Drama', 'Thriller', 'History']",Crime,Drama,Thriller,History,,,
196,198,"['27', '53']",38033,6.44,2010-10-01,4.1,63,43,Chain Letter,3000000.0,205842.0,1022453.0,-1977547,34.08176666666667,"['Horror', 'Thriller']",Horror,Thriller,,,,,
197,199,"['35', '18']",41479,6.424,2010-04-16,6.2,312,88,The Joneses,10000000.0,1475746.0,3541565.0,-6458435,35.41565,"['Comedy', 'Drama']",Comedy,Drama,,,,,
199,201,['18'],27569,6.3,2010-01-21,6.3,153,33,Extraordinary Measures,31000000.0,12482741.0,15826984.0,-15173016,51.05478709677419,['Drama'],Drama,,,,,,
200,202,"['18', '14']",44638,6.3,2010-12-10,5.8,52,1,The Tempest,20000000.0,277943.0,277943.0,-19722057,1.389715,"['Drama', 'Fantasy']",Drama,Fantasy,,,,,
201,203,"['35', '18', '10749']",38031,6.209,2010-05-23,5.8,431,27,You Will Meet A Tall Dark Stranger,15000000.0,3247816.0,34247816.0,19247816,228.31877333333333,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
202,204,['18'],39845,6.185,2010-06-30,6.1,28,19,Love Ranch,25000000.0,137885.0,146149.0,-24853851,0.584596,['Drama'],Drama,,,,,,
203,205,"['35', '53', '80']",66195,6.087999999999999,2010-07-01,6.3,217,84,The Perfect Host,1000000.0,48764.0,51587.0,-948413,5.1587000000000005,"['Comedy', 'Thriller', 'Crime']",Comedy,Thriller,Crime,,,,
204,206,"['18', '28', '10749']",37737,6.058,2010-05-21,5.8,67,66,Kites,9200000.0,1685269.0,17155193.0,7955193,186.4694891304348,"['Drama', 'Action', 'Romance']",Drama,Action,Romance,,,,
205,207,"['35', '80', '53']",12834,5.996,2010-09-17,6.0,214,17,Leaves Of Grass,9000000.0,70066.0,85527.0,-8914473,0.9503,"['Comedy', 'Crime', 'Thriller']",Comedy,Crime,Thriller,,,,
206,208,"['35', '18']",40247,5.945,2010-01-22,6.3,81,15,Please Give,3000000.0,4033574.0,4570178.0,1570178,152.33926666666667,"['Comedy', 'Drama']",Comedy,Drama,,,,,
207,209,['35'],27584,5.7620000000000005,2010-06-03,5.8,68,15,High School,10000000.0,139034.0,248133.0,-9751867,2.48133,['Comedy'],Comedy,,,,,,
208,210,['99'],43942,5.705,2010-10-01,6.6,57,80,Freakonomics,2900000.0,101270.0,172867.0,-2727133,5.960931034482759,['Documentary'],Documentary,,,,,,
209,211,['18'],18530,5.572,2010-03-12,5.6,46,63,The Cry Of The Owl,11500000.0,0.0,0.0,-11500000,0.0,['Drama'],Drama,,,,,,
210,212,"['14', '18', '27', '28', '53', '9648']",33555,5.39,2010-01-26,5.6,53,42,Sherlock Holmes,90000000.0,209028679.0,498438212.0,408438212,553.8202355555555,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Mystery']",Fantasy,Drama,Horror,Action,Thriller,Mystery,
211,213,"['18', '27', '53']",49787,5.172999999999999,2010-05-15,5.6,264,33,The Reef,10000000.0,0.0,15037867.0,5037867,150.37867,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,,,,
212,214,"['35', '18', '10749']",44594,5.141,2010-03-13,6.0,37,61,Barry Munday,3000000.0,0.0,0.0,-3000000,0.0,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
213,215,['35'],47088,5.056,2010-08-01,5.9,46,53,The Extra Man,7000000.0,453377.0,492108.0,-6507892,7.030114285714285,['Comedy'],Comedy,,,,,,
214,216,['35'],34563,5.025,2010-03-12,5.5,57,95,Our Family Wedding,14000000.0,20255281.0,21410546.0,7410546,152.93247142857143,['Comedy'],Comedy,,,,,,
215,217,"['28', '18', '53']",35402,5.002,2010-09-10,5.2,42,91,Icarus,6000000.0,0.0,0.0,-6000000,0.0,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,
217,219,['99'],432976,9.661,2017-07-26,7.8,293,91,Icarus,6000000.0,0.0,0.0,-6000000,0.0,['Documentary'],Documentary,,,,,,
218,220,"['18', '10751']",56601,4.958,2010-04-16,6.3,44,36,The Perfect Game,12500000.0,1089445.0,3931367.0,-8568633,31.450936,"['Drama', 'Family']",Drama,Family,,,,,
219,221,['35'],42889,4.834,2010-09-10,4.6,35,44,The Virginity Hit,2000000.0,636706.0,636706.0,-1363294,31.8353,['Comedy'],Comedy,,,,,,
220,222,['35'],46198,4.378,2010-04-22,5.9,68,26,My Girlfriend'S Boyfriend,1400000.0,0.0,0.0,-1400000,0.0,['Comedy'],Comedy,,,,,,
221,223,"['18', '10751']",35691,4.242,2010-04-09,6.9,71,25,Letters To God,3000000.0,2848587.0,3237452.0,237452,107.91506666666666,"['Drama', 'Family']",Drama,Family,,,,,
222,224,"['35', '18']",19688,4.046,2010-07-13,5.9,35,23,Middle Of Nowhere,200000.0,236806.0,236806.0,36806,118.403,"['Comedy', 'Drama']",Comedy,Drama,,,,,
223,225,['18'],83588,1.62,2012-01-20,6.5,11,23,Middle Of Nowhere,200000.0,236806.0,236806.0,36806,118.403,['Drama'],Drama,,,,,,
224,226,"['35', '10751']",76706,3.793,2010-12-01,5.4,29,45,Christmas Mail,2500000.0,0.0,0.0,-2500000,0.0,"['Comedy', 'Family']",Comedy,Family,,,,,
225,227,"['28', '18', '53', '12']",62255,3.5810000000000004,2010-09-12,6.7,29,4,Tracker,6500000.0,0.0,3149.0,-6496851,0.0484461538461538,"['Action', 'Drama', 'Thriller', 'Adventure']",Action,Drama,Thriller,Adventure,,,
226,228,['99'],72914,3.3560000000000003,2010-04-16,7.2,69,10,"Fat, Sick & Nearly Dead",2600000.0,0.0,0.0,-2600000,0.0,['Documentary'],Documentary,,,,,,
228,230,['18'],44944,2.858,2010-11-05,6.8,33,67,For Colored Girls,21000000.0,37729698.0,38017873.0,17017873,181.03749047619047,['Drama'],Drama,,,,,,
229,231,['99'],78394,2.7460000000000004,2010-05-14,7.4,12,31,Sea Rex 3D: Journey To A Prehistoric World,5000000.0,6096582.0,16515203.0,11515203,330.30406,['Documentary'],Documentary,,,,,,
230,232,"['18', '10751']",37206,2.7060000000000004,2010-04-13,6.3,19,93,A Shine Of Rainbows,6000000.0,0.0,0.0,-6000000,0.0,"['Drama', 'Family']",Drama,Family,,,,,
231,233,"['18', '10749']",33870,2.681,2010-08-20,7.0,45,31,Mao'S Last Dancer,18000000.0,4806750.0,25941437.0,7941437,144.11909444444444,"['Drama', 'Romance']",Drama,Romance,,,,,
233,235,"['878', '9648', '18', '53']",335866,7.838999999999999,2015-05-28,6.0,797,69,Circle,2000000.0,10024.0,10024.0,-1989976,0.5012,"['ScienceFiction', 'Mystery', 'Drama', 'Thriller']",ScienceFiction,Mystery,Drama,Thriller,,,
234,236,['18'],28987,2.403,2010-10-31,6.9,12,94,The Kid,65000000.0,69688384.0,69688384.0,4688384,107.21289846153846,['Drama'],Drama,,,,,,
235,237,"['27', '28', '35', '53']",108993,2.377,2010-01-16,3.5,15,45,Detention,10000000.0,0.0,0.0,-10000000,0.0,"['Horror', 'Action', 'Comedy', 'Thriller']",Horror,Action,Comedy,Thriller,,,
236,238,"['27', '35', '878']",68684,6.136,2011-03-16,5.6,206,45,Detention,10000000.0,0.0,0.0,-10000000,0.0,"['Horror', 'Comedy', 'ScienceFiction']",Horror,Comedy,ScienceFiction,,,,
237,239,"['18', '35', '10749']",5178,2.321,2010-04-30,6.4,30,73,The Good Heart,3800000.0,20930.0,340930.0,-3459070,8.971842105263157,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,
238,240,['99'],40428,2.19,2010-01-01,6.2,11,38,8: The Mormon Proposition,2500000.0,100280.0,100280.0,-2399720,4.0112000000000005,['Documentary'],Documentary,,,,,,
239,241,['878'],136921,2.172,2010-04-01,7.1,35,59,Pixels,90000000.0,78765986.0,244041804.0,154041804,271.15756000000005,['ScienceFiction'],ScienceFiction,,,,,,
240,242,"['28', '35', '878']",257344,23.029,2015-07-24,5.6,4423,59,Pixels,90000000.0,78765986.0,244041804.0,154041804,271.15756000000005,"['Action', 'Comedy', 'ScienceFiction']",Action,Comedy,ScienceFiction,,,,
241,243,['18'],59728,2.142,2011-03-25,4.7,15,76,The 5Th Quarter,6000000.0,408159.0,408159.0,-5591841,6.802650000000001,['Drama'],Drama,,,,,,
243,245,['18'],41144,2.053,2009-11-05,6.5,32,35,To Save A Life,500000.0,3777210.0,3824868.0,3324868,764.9736,['Drama'],Drama,,,,,,
244,246,"['18', '35']",74447,1.961,2010-10-26,6.5,16,50,The Hammer,850000.0,442638.0,442638.0,-407362,52.07505882352941,"['Drama', 'Comedy']",Drama,Comedy,,,,,
246,248,"['18', '10402']",88036,4.417,2012-08-17,5.9,53,96,Sparkle,10000000.0,24397469.0,24660323.0,14660323,246.60323,"['Drama', 'Music']",Drama,Music,,,,,
247,249,['18'],51976,1.636,2010-08-19,6.7,15,36,Brother,12000000.0,450594.0,450594.0,-11549406,3.75495,['Drama'],Drama,,,,,,
250,252,['53'],228933,2.873,2013-10-25,4.9,18,72,Drones,500000.0,0.0,0.0,-500000,0.0,['Thriller'],Thriller,,,,,,
252,254,"['18', '10751', '10770']",77934,1.4,2010-11-28,6.1,11,94,The Christmas Bunny,250000.0,0.0,0.0,-250000,0.0,"['Drama', 'Family', 'TVMovie']",Drama,Family,TVMovie,,,,
256,258,"['35', '10749']",42057,1.332,2010-10-08,4.6,12,36,It'S A Wonderful Afterlife,10000000.0,0.0,1642939.0,-8357061,16.429389999999998,"['Comedy', 'Romance']",Comedy,Romance,,,,,
260,262,"['53', '9648']",328425,12.097,2015-08-07,6.7,1797,28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,"['Thriller', 'Mystery']",Thriller,Mystery,,,,,
262,264,"['35', '10402', '10751']",55567,1.224,2010-07-16,4.3,12,11,Standing Ovation,5600000.0,531806.0,531806.0,-5068194,9.496535714285717,"['Comedy', 'Music', 'Family']",Comedy,Music,Family,,,,
267,269,"['28', '18', '878']",263115,45.0,2017-03-03,7.8,12330,59,Logan,127000000.0,226277068.0,615461394.0,488461394,484.61527086614177,"['Action', 'Drama', 'ScienceFiction']",Action,Drama,ScienceFiction,,,,
271,274,"['9648', '53', '27']",419430,24.739,2017-02-24,7.5,8760,49,Get Out,5000000.0,176040665.0,255367951.0,250367951,5107.35902,"['Mystery', 'Thriller', 'Horror']",Mystery,Thriller,Horror,,,,
273,276,"['28', '12', '27', '878']",35791,0.667,2010-09-10,5.9,2119,70,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,238374190,514.5638086956521,"['Action', 'Adventure', 'Horror', 'ScienceFiction']",Action,Adventure,Horror,ScienceFiction,,,
275,278,['18'],489991,4.11,2018-01-20,6.8,19,93,Rust,250000.0,0.0,0.0,-250000,0.0,['Drama'],Drama,,,,,,
277,280,"['18', '80', '37', '53']",238811,2.485,2014-07-01,6.7,20,52,No Man'S Land,1000000.0,1067481.0,2684207.0,1684207,268.42069999999995,"['Drama', 'Crime', 'Western', 'Thriller']",Drama,Crime,Western,Thriller,,,
279,283,"['18', '28', '35', '80']",208869,7.815,2014-09-26,6.1,116,39,Plastic,10000000.0,0.0,575371.0,-9424629,5.75371,"['Drama', 'Action', 'Comedy', 'Crime']",Drama,Action,Comedy,Crime,,,
