,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,genre,main_genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6
1754,1803,"['80', '18', '53']",325789,9.588,2016-07-13,6.6,943,32,The Infiltrator,47500000.0,15436808.0,20718104.0,-26781896,43.61706105263158,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
1755,1804,"['28', '80', '18', '53']",332411,9.558,2016-05-13,4.9,296,50,I Am Wrath,18000000.0,0.0,309608.0,-17690392,1.7200444444444445,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,
1756,1805,"['35', '18', '10749']",370755,9.486,2016-12-28,7.1,736,54,Paterson,5000000.0,2141423.0,10727536.0,5727536,214.55072,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
1757,1806,"['18', '37']",354110,9.472,2016-02-19,5.9,161,54,Forsaken,18000000.0,0.0,0.0,-18000000,0.0,"['Drama', 'Western']",Drama,Western,,,,,
1758,1807,['27'],380734,1.262,2016-02-02,3.7,15,54,Forsaken,18000000.0,0.0,0.0,-18000000,0.0,['Horror'],Horror,,,,,,
1760,1809,"['18', '36']",267192,9.417,2016-06-10,6.5,391,10,Genius,17000000.0,1361045.0,7265283.0,-9734717,42.73695882352941,"['Drama', 'History']",Drama,History,,,,,
1761,1810,"['12', '16', '35', '10751']",276905,9.325,2016-01-15,4.2,192,9,Norm Of The North,18000000.0,17062499.0,30535660.0,12535660,169.64255555555556,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,
1762,1811,"['18', '36']",402298,9.267,2016-09-30,6.7,349,66,Denial,10000000.0,4073448.0,9263940.0,-736060,92.6394,"['Drama', 'History']",Drama,History,,,,,
1763,1812,"['18', '10749']",8293,9.155,1992-03-13,7.2,201,77,Howards End,8000000.0,26124872.0,26317943.0,18317943,328.9742875,"['Drama', 'Romance']",Drama,Romance,,,,,
1764,1813,['27'],257087,9.148,2016-02-02,4.6,188,64,The Veil,4000000.0,0.0,0.0,-4000000,0.0,['Horror'],Horror,,,,,,
1765,1814,"['28', '12', '878']",393306,6.0,2017-01-19,4.1,44,64,The Veil,4000000.0,0.0,0.0,-4000000,0.0,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
1766,1815,"['10749', '27', '35', '53']",58431,9.086,2016-02-05,5.7,1195,74,Pride And Prejudice And Zombies,28000000.0,10907291.0,16638300.0,-11361700,59.4225,"['Romance', 'Horror', 'Comedy', 'Thriller']",Romance,Horror,Comedy,Thriller,,,
1767,1816,"['53', '27']",364116,9.078,2016-03-11,5.3,470,49,The Other Side Of The Door,5000000.0,3000342.0,12905107.0,7905107,258.10214,"['Thriller', 'Horror']",Thriller,Horror,,,,,
1768,1817,"['28', '35']",342521,8.952,2016-04-29,6.0,644,70,Keanu,15000000.0,20591853.0,20688141.0,5688141,137.92094,"['Action', 'Comedy']",Action,Comedy,,,,,
1769,1818,"['28', '12', '878']",286567,8.88,2016-10-14,5.2,383,68,Max Steel,10000000.0,3818664.0,4563080.0,-5436920,45.6308,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
1770,1819,"['18', '80', '53']",393717,8.826,2016-09-24,6.2,134,88,The Crew,23000000.0,13019253.0,13019253.0,-9980747,56.60544782608695,"['Drama', 'Crime', 'Thriller']",Drama,Crime,Thriller,,,,
1771,1820,"['28', '18', '37']",174751,8.825,2016-01-29,5.5,439,12,Jane Got A Gun,25000000.0,1513793.0,3771345.0,-21228655,15.08538,"['Action', 'Drama', 'Western']",Action,Drama,Western,,,,
1772,1821,['18'],376866,8.818999999999999,2016-12-02,6.4,1420,87,Jackie,9000000.0,13960394.0,36588512.0,27588512,406.5390222222222,['Drama'],Drama,,,,,,
1773,1822,"['36', '18', '10752', '28']",407887,8.81,2016-08-12,6.0,86,15,Operation Chromite,12700000.0,1022720.0,49196532.0,36496532,387.3742677165354,"['History', 'Drama', 'War', 'Action']",History,Drama,War,Action,,,
1774,1823,"['10749', '35']",351819,8.783999999999999,2016-01-29,4.4,677,15,Fifty Shades Of Black,5000000.0,11686940.0,22113075.0,17113075,442.26150000000007,"['Romance', 'Comedy']",Romance,Comedy,,,,,
1775,1824,['18'],340485,8.777999999999999,2016-09-30,6.7,417,15,American Honey,3500000.0,663247.0,2611750.0,-888250,74.62142857142857,['Drama'],Drama,,,,,,
1776,1825,['18'],353326,8.76,2016-04-29,7.2,699,67,The Man Who Knew Infinity,10000000.0,3877922.0,12382122.0,2382122,123.82122,['Drama'],Drama,,,,,,
1777,1826,"['28', '18']",323677,8.705,2016-02-19,7.2,910,90,Race,5000000.0,19115191.0,23745772.0,18745772,474.91544,"['Action', 'Drama']",Action,Drama,,,,,
1778,1827,"['27', '53', '9648']",284564,8.683,2016-10-21,5.2,370,85,31,1500000.0,779820.0,922727.0,-577273,61.51513333333334,"['Horror', 'Thriller', 'Mystery']",Horror,Thriller,Mystery,,,,
1779,1828,"['12', '18', '878']",245703,8.652999999999999,2016-03-18,6.3,1105,35,Midnight Special,18000000.0,3712282.0,7680250.0,-10319750,42.668055555555554,"['Adventure', 'Drama', 'ScienceFiction']",Adventure,Drama,ScienceFiction,,,,
1780,1829,"['28', '18', '36', '10752']",316152,8.574,2016-06-24,6.6,787,81,Free State Of Jones,50000000.0,20810036.0,23237252.0,-26762748,46.474504,"['Action', 'Drama', 'History', 'War']",Action,Drama,History,War,,,
1781,1830,"['10752', '35']",279641,8.564,2016-03-04,6.2,596,6,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,-9649253,72.43070571428572,"['War', 'Comedy']",War,Comedy,,,,,
1782,1831,"['12', '16', '14', '10751']",309809,8.512,2016-08-05,7.6,1493,19,The Little Prince,77500000.0,1311213.0,102028919.0,24528919,131.65021806451614,"['Adventure', 'Animation', 'Fantasy', 'Family']",Adventure,Animation,Fantasy,Family,,,
1783,1832,"['10749', '18']",339419,8.506,2016-11-04,6.7,529,92,Loving,9000000.0,7710234.0,12898064.0,3898064,143.31182222222222,"['Romance', 'Drama']",Romance,Drama,,,,,
1784,1833,"['10751', '35']",369883,8.479,2016-10-07,7.0,190,39,Middle School: The Worst Years Of My Life,8500000.0,20007149.0,23311293.0,14811293,274.25050588235297,"['Family', 'Comedy']",Family,Comedy,,,,,
1785,1834,"['35', '18']",315664,8.453,2016-08-12,6.7,849,22,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,27000339,193.1046172413793,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1786,1835,"['27', '53']",257345,8.357000000000001,2016-05-13,4.8,347,98,The Darkness,4000000.0,10753574.0,10898293.0,6898293,272.457325,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1787,1836,['18'],332979,8.258,2016-11-04,6.9,405,65,Bleed For This,16000000.0,5083906.0,6603926.0,-9396074,41.2745375,['Drama'],Drama,,,,,,
1788,1837,['18'],184341,8.17,2016-08-26,6.1,167,74,Hands Of Stone,20000000.0,4712792.0,5031975.0,-14968025,25.159875,['Drama'],Drama,,,,,,
1789,1838,['18'],339408,8.152000000000001,2016-10-07,6.5,328,17,The Birth Of A Nation,10000000.0,15861566.0,16891011.0,6891011,168.91011,['Drama'],Drama,,,,,,
1790,1839,"['9648', '18', '27']",335791,8.062000000000001,2016-09-09,5.3,150,85,When The Bough Breaks,10000000.0,29747603.0,30768449.0,20768449,307.68449000000004,"['Mystery', 'Drama', 'Horror']",Mystery,Drama,Horror,,,,
1791,1840,"['53', '80', '18']",376004,8.058,2016-01-05,5.2,29,86,Adulterers,750000.0,0.0,0.0,-750000,0.0,"['Thriller', 'Crime', 'Drama']",Thriller,Crime,Drama,,,,
1792,1841,"['35', '14', '27']",290825,8.05,2016-09-02,4.5,221,86,Yoga Hosers,5000000.0,0.0,22958.0,-4977042,0.45916,"['Comedy', 'Fantasy', 'Horror']",Comedy,Fantasy,Horror,,,,
1793,1842,['35'],339927,7.786,2016-10-14,6.5,159,97,Kevin Hart: What Now?,10000000.0,23591043.0,23591043.0,13591043,235.91043,['Comedy'],Comedy,,,,,,
1794,1843,"['35', '18']",337154,7.725,2016-04-22,5.8,186,58,The Meddler,3200000.0,4267219.0,5526942.0,2326942,172.7169375,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1795,1844,['18'],337844,7.646,2017-02-17,5.9,67,61,In Dubious Battle,15000000.0,0.0,214182.0,-14785818,1.42788,['Drama'],Drama,,,,,,
1796,1845,['18'],317557,7.564,2016-09-23,7.1,225,6,Queen Of Katwe,15000000.0,8874389.0,10055481.0,-4944519,67.03654,['Drama'],Drama,,,,,,
1797,1846,['35'],369524,7.433,2016-12-09,5.6,68,35,The Comedian,15000000.0,1658706.0,1658706.0,-13341294,11.05804,['Comedy'],Comedy,,,,,,
1798,1847,['27'],298584,7.419,2016-02-12,4.6,215,65,Cabin Fever,1500000.0,21158188.0,30351664.0,28851664,2023.4442666666664,['Horror'],Horror,,,,,,
1799,1848,"['18', '53', '9648']",373314,7.298999999999999,2016-02-05,5.5,301,15,Misconduct,11000000.0,0.0,2352511.0,-8647489,21.38646363636364,"['Drama', 'Thriller', 'Mystery']",Drama,Thriller,Mystery,,,,
1800,1849,"['27', '53']",241258,7.1370000000000005,2016-12-02,5.2,314,39,Incarnate,5000000.0,4799774.0,9371036.0,4371036,187.42072,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1801,1850,"['18', '10751', '35']",404378,7.12,2016-11-18,7.5,500,31,A Street Cat Named Bob,8000000.0,82703.0,17382693.0,9382693,217.2836625,"['Drama', 'Family', 'Comedy']",Drama,Family,Comedy,,,,
1802,1851,"['18', '36']",157843,7.109,2016-03-01,6.0,136,22,Queen Of The Desert,36000000.0,0.0,1578543.0,-34421457,4.3848416666666665,"['Drama', 'History']",Drama,History,,,,,
1803,1852,"['35', '10749']",378200,6.875,2016-03-11,5.5,78,22,The Perfect Match,5000000.0,9669521.0,10182050.0,5182050,203.641,"['Comedy', 'Romance']",Comedy,Romance,,,,,
1804,1853,"['10749', '35', '10751']",302688,6.714,2016-03-25,5.8,593,77,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,74096558,511.6475444444444,"['Romance', 'Comedy', 'Family']",Romance,Comedy,Family,,,,
1805,1854,"['35', '18']",340402,6.532,2016-11-11,5.6,245,81,Almost Christmas,17000000.0,42065185.0,42493506.0,25493506,249.9618,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1806,1855,"['18', '27', '53']",293452,6.324,2016-09-09,4.4,272,30,The Disappointments Room,15000000.0,2423467.0,3503761.0,-11496239,23.358406666666667,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,,,,
1807,1856,"['35', '27']",377587,6.131,2016-04-01,4.4,139,39,Meet The Blacks,900000.0,9097072.0,9097072.0,8197072,1010.7857777777778,"['Comedy', 'Horror']",Comedy,Horror,,,,,
1808,1857,['27'],332285,5.716,2016-09-02,4.8,66,49,Antibirth,2500000.0,0.0,0.0,-2500000,0.0,['Horror'],Horror,,,,,,
1809,1858,"['18', '53', '28', '878']",347882,5.664,2017-04-28,5.3,367,72,Sleight,250000.0,3930990.0,3934450.0,3684450,1573.78,"['Drama', 'Thriller', 'Action', 'ScienceFiction']",Drama,Thriller,Action,ScienceFiction,,,
1810,1859,['18'],318850,5.531000000000001,2016-03-11,6.1,50,17,The Young Messiah,16800000.0,6469813.0,7313697.0,-9486303,43.53391071428571,['Drama'],Drama,,,,,,
1811,1860,"['12', '18', '36']",277154,5.466,2016-03-11,6.4,86,7,Admiral,20000000.0,0.0,38585047.0,18585047,192.925235,"['Adventure', 'Drama', 'History']",Adventure,Drama,History,,,,
1812,1861,['18'],333384,4.958,2017-05-12,6.5,46,35,Lowriders,916000.0,6179955.0,6188421.0,5272421,675.5918122270742,['Drama'],Drama,,,,,,
1813,1863,['18'],358807,4.938,2016-01-22,6.6,66,51,The Fits,170000.0,166425.0,169242.0,-758,99.55411764705885,['Drama'],Drama,,,,,,
1814,1864,"['28', '80', '53']",389425,4.408,2016-05-06,4.2,36,47,Code Of Honor,8000000.0,0.0,0.0,-8000000,0.0,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,
1815,1865,['12'],385736,4.002,2016-09-09,6.6,50,13,Kicks,10000000.0,150191.0,150191.0,-9849809,1.50191,['Adventure'],Adventure,,,,,,
1816,1866,"['28', '12', '9648', '878']",360799,3.552,2017-06-23,4.9,58,46,Arrowhead,180000.0,0.0,0.0,-180000,0.0,"['Action', 'Adventure', 'Mystery', 'ScienceFiction']",Action,Adventure,Mystery,ScienceFiction,,,
1817,1867,"['16', '35', '18']",351065,3.434,2016-09-02,5.5,43,26,Zoom,35000000.0,11989328.0,12506188.0,-22493812,35.731965714285714,"['Animation', 'Comedy', 'Drama']",Animation,Comedy,Drama,,,,
1819,1869,['10749'],380121,2.494,2016-02-26,6.1,31,39,The Bounce Back,3000000.0,321910.0,421404.0,-2578596,14.0468,['Romance'],Romance,,,,,,
1820,1870,"['27', '53']",421049,2.237,2016-10-01,5.4,58,77,The Watcher,33000000.0,28946615.0,47267829.0,14267829,143.23584545454543,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1821,1871,"['28', '18']",385383,2.199,2016-07-22,3.5,14,15,Fight Valley,20000000.0,0.0,0.0,-20000000,0.0,"['Action', 'Drama']",Action,Drama,,,,,
1822,1872,"['28', '35']",317930,1.927,2016-04-22,5.1,21,21,Compadres,3000000.0,3127773.0,7445044.0,4445044,248.16813333333332,"['Action', 'Comedy']",Action,Comedy,,,,,
1823,1873,"['10751', '18']",379441,1.891,2016-08-26,7.3,37,4,Greater,9000000.0,2000093.0,2000093.0,-6999907,22.223255555555557,"['Family', 'Drama']",Family,Drama,,,,,
1825,1875,"['28', '80', '53']",9799,1.784,2016-06-22,6.8,5427,54,The Fast And The Furious,38000000.0,144512310.0,206512310.0,168512310,543.453447368421,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,
1826,1876,['27'],396152,1.661,2016-05-03,4.7,21,34,Restoration,18000000.0,4100000.0,4100000.0,-13900000,22.77777777777778,['Horror'],Horror,,,,,,
1827,1877,['18'],394047,1.61,2016-07-08,5.9,11,100,The Dog Lover,2000000.0,0.0,0.0,-2000000,0.0,['Drama'],Drama,,,,,,
1828,1878,"['80', '28']",370464,1.42,2016-01-08,3.5,16,19,The Masked Saint,3500000.0,182695.0,182695.0,-3317305,5.219857142857142,"['Crime', 'Action']",Crime,Action,,,,,
1838,1889,['35'],454293,12.786,2018-09-28,6.0,775,16,Night School,29000000.0,77339130.0,103008792.0,74008792,355.2027310344827,['Comedy'],Comedy,,,,,,
1841,1892,"['18', '10752']",347629,8.208,2017-10-27,6.3,149,48,Thank You For Your Service,20000000.0,9479390.0,9985316.0,-10014684,49.92658,"['Drama', 'War']",Drama,War,,,,,
1846,1898,"['28', '53', '27', '14', '9648']",460885,16.24,2018-09-13,6.2,618,71,Mandy,6000000.0,1214525.0,1427656.0,-4572344,23.794266666666665,"['Action', 'Thriller', 'Horror', 'Fantasy', 'Mystery']",Action,Thriller,Horror,Fantasy,Mystery,,
1848,1900,"['878', '28', '53']",335984,48.571000000000005,2017-10-06,7.4,6679,80,Blade Runner 2049,185000000.0,92054159.0,259357408.0,74357408,140.1931935135135,"['ScienceFiction', 'Action', 'Thriller']",ScienceFiction,Action,Thriller,,,,
1849,1901,"['28', '12', '878', '18']",315635,46.775,2017-07-07,7.4,11585,99,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,705166350,502.9522,"['Action', 'Adventure', 'ScienceFiction', 'Drama']",Action,Adventure,ScienceFiction,Drama,,,
1850,1902,"['28', '12', '35', '14']",284053,43.45,2017-11-03,7.5,11380,82,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,666980024,470.5444577777778,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Action,Adventure,Comedy,Fantasy,,,
1851,1903,"['28', '12', '14', '878']",141052,34.953,2017-11-17,6.2,7510,9,Justice League,300000000.0,229024295.0,655945209.0,355945209,218.648403,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Action,Adventure,Fantasy,ScienceFiction,,,
1852,1904,"['28', '12', '14']",293167,29.388,2017-03-10,6.3,6054,78,Kong: Skull Island,185000000.0,168052812.0,561072059.0,376072059,303.28219405405406,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,
1853,1905,"['28', '80', '53']",337339,28.668000000000003,2017-04-14,6.9,6335,23,The Fate Of The Furious,250000000.0,225764765.0,1234846267.0,984846267,493.9385068,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,
1854,1906,"['35', '18']",440472,28.138,2019-01-11,7.3,274,85,The Upside,37500000.0,108235497.0,119024536.0,81524536,317.39876266666664,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1855,1907,"['12', '28', '14', '35']",166426,28.101,2017-05-26,6.6,6931,25,Pirates Of The Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,558241137,342.71353782608696,"['Adventure', 'Action', 'Fantasy', 'Comedy']",Adventure,Action,Fantasy,Comedy,,,
1856,1908,"['16', '10751', '35', '12', '14']",354912,25.961,2017-11-22,8.2,8669,2,Coco,175000000.0,209726015.0,798008101.0,623008101,456.0046291428572,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",Animation,Family,Comedy,Adventure,Fantasy,,
1857,1909,"['27', '878', '53']",126889,24.651,2017-05-19,5.9,4971,12,Alien: Covenant,97000000.0,74262031.0,238521247.0,141521247,245.89819278350515,"['Horror', 'ScienceFiction', 'Thriller']",Horror,ScienceFiction,Thriller,,,,
1858,1910,"['10752', '28', '18']",374720,24.358,2017-07-19,7.4,9156,69,Dunkirk,150000000.0,190068280.0,499837368.0,349837368,333.224912,"['War', 'Action', 'Drama']",War,Action,Drama,,,,
1859,1911,"['28', '12', '35']",343668,24.337,2017-09-22,7.0,5531,54,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,304803696,393.0804769230769,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,
1860,1912,"['28', '878', '53', '12']",335988,24.258000000000003,2017-06-21,6.0,3255,33,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,385893340,277.8310322580645,"['Action', 'ScienceFiction', 'Thriller', 'Adventure']",Action,ScienceFiction,Thriller,Adventure,,,
1861,1913,"['12', '878', '28']",339964,24.003,2017-07-21,6.6,4149,90,Valerian And The City Of A Thousand Planets,180000000.0,40479370.0,215098356.0,35098356,119.49908666666668,"['Adventure', 'ScienceFiction', 'Action']",Adventure,ScienceFiction,Action,,,,
1862,1914,"['18', '878', '10752']",281338,23.445,2017-07-14,7.0,5235,52,War For The Planet Of The Apes,152000000.0,146880162.0,489592267.0,337592267,322.10017565789474,"['Drama', 'ScienceFiction', 'War']",Drama,ScienceFiction,War,,,,
1863,1915,"['28', '80']",339403,22.895,2017-06-28,7.4,8034,59,Baby Driver,34000000.0,107825862.0,228104185.0,194104185,670.8946617647059,"['Action', 'Crime']",Action,Crime,,,,,
1864,1916,"['18', '14', '10749']",399055,22.025,2017-12-01,7.2,7224,19,The Shape Of Water,19500000.0,63859435.0,195790794.0,176290794,1004.0553538461538,"['Drama', 'Fantasy', 'Romance']",Drama,Fantasy,Romance,,,,
1865,1917,['18'],316029,22.009,2017-12-20,8.0,5197,25,The Greatest Showman,84000000.0,174340174.0,386665550.0,302665550,460.31613095238095,['Drama'],Drama,,,,,,
1866,1918,"['28', '18', '14']",274857,21.793000000000003,2017-05-12,6.5,3305,11,King Arthur: Legend Of The Sword,175000000.0,39175066.0,139630336.0,-35369664,79.78876342857143,"['Action', 'Drama', 'Fantasy']",Action,Drama,Fantasy,,,,
1867,1919,"['28', '12', '80']",47971,21.749,2017-01-20,5.6,2452,15,Xxx: Return Of Xander Cage,85000000.0,44898413.0,345033359.0,260033359,405.9215988235295,"['Action', 'Adventure', 'Crime']",Action,Adventure,Crime,,,,
1868,1920,"['28', '9648', '53']",341013,21.662,2017-07-28,6.3,3645,94,Atomic Blonde,30000000.0,51573925.0,98345423.0,68345423,327.8180766666666,"['Action', 'Mystery', 'Thriller']",Action,Mystery,Thriller,,,,
1869,1921,"['28', '878', '53', '18']",315837,21.308000000000003,2017-03-31,6.0,5128,40,Ghost In The Shell,110000000.0,40563557.0,167910690.0,57910690,152.6460818181818,"['Action', 'ScienceFiction', 'Thriller', 'Drama']",Action,ScienceFiction,Thriller,Drama,,,
1870,1922,"['27', '9648', '53']",396422,21.245,2017-08-11,6.5,3141,2,Annabelle: Creation,15000000.0,102092201.0,305384865.0,290384865,2035.8991,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,
1871,1923,"['27', '9648', '53']",440021,21.23,2017-10-13,6.6,3211,58,Happy Death Day,5000000.0,55683845.0,125010260.0,120010260,2500.2052,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,
1872,1924,"['28', '12', '35', '14']",353486,20.395,2017-12-20,6.7,7213,38,Jumanji: Welcome To The Jungle,90000000.0,404508916.0,964496193.0,874496193,1071.6624366666667,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Action,Adventure,Comedy,Fantasy,,,
1873,1925,"['18', '10751']",406997,20.101,2017-11-17,8.2,3959,95,Wonder,20000000.0,132422809.0,304604712.0,284604712,1523.02356,"['Drama', 'Family']",Drama,Family,,,,,
1874,1926,"['16', '10751', '12', '35']",364689,19.479,2017-12-15,7.1,1425,14,Ferdinand,111000000.0,84410380.0,289847930.0,178847930,261.12426126126127,"['Animation', 'Family', 'Adventure', 'Comedy']",Animation,Family,Adventure,Comedy,,,
1875,1927,"['28', '16', '35', '10751', '14']",324849,19.352,2017-02-10,7.2,2882,41,The Lego Batman Movie,80000000.0,175750384.0,310660018.0,230660018,388.3250225,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",Action,Animation,Comedy,Family,Fantasy,,
1876,1928,"['28', '12', '14']",311324,19.144,2017-02-17,5.8,2775,92,The Great Wall,150000000.0,45157105.0,334486852.0,184486852,222.99123466666663,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,
1877,1929,"['28', '14', '27', '18']",346672,18.976,2017-01-06,5.5,2318,91,Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,46209222,232.0263485714286,"['Action', 'Fantasy', 'Horror', 'Drama']",Action,Fantasy,Horror,Drama,,,
1878,1930,"['14', '53', '28', '12', '27']",282035,18.53,2017-06-09,5.5,4391,65,The Mummy,195000000.0,80101125.0,409953905.0,214953905,210.2327717948718,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",Fantasy,Thriller,Action,Adventure,Horror,,
1879,1931,"['12', '16', '35', '10751']",260514,18.427,2017-06-16,6.7,2596,5,Cars 3,175000000.0,152901115.0,383541369.0,208541369,219.16649657142855,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,
1880,1932,"['28', '16', '35', '10751']",268531,18.31,2017-06-02,6.0,587,59,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,88577874,333.0996684210526,"['Action', 'Animation', 'Comedy', 'Family']",Action,Animation,Comedy,Family,,,
1881,1933,"['80', '18']",359940,17.808,2017-11-10,8.2,5432,59,"Three Billboards Outside Ebbing, Missouri",12000000.0,54513740.0,160191915.0,148191915,1334.932625,"['Crime', 'Drama']",Crime,Drama,,,,,
1882,1934,"['80', '27', '9648', '53']",298250,17.398,2017-10-27,6.1,1887,61,Jigsaw,10000000.0,38052832.0,102445196.0,92445196,1024.45196,"['Crime', 'Horror', 'Mystery', 'Thriller']",Crime,Horror,Mystery,Thriller,,,
1883,1935,"['28', '80']",337170,16.748,2017-09-29,6.7,2188,32,American Made,50000000.0,51342000.0,135569212.0,85569212,271.138424,"['Action', 'Crime']",Action,Crime,,,,,
1884,1936,"['18', '10751', '35']",400928,16.745,2017-04-12,7.9,2035,4,Gifted,7000000.0,24801212.0,36964656.0,29964656,528.0665142857143,"['Drama', 'Family', 'Comedy']",Drama,Family,Comedy,,,,
1885,1937,['35'],431530,16.604,2017-11-01,6.3,1044,40,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,99710550,456.1091071428572,['Comedy'],Comedy,,,,,,
1886,1938,"['28', '16', '35', '10751', '12']",324852,16.407,2017-06-30,6.3,4106,30,Despicable Me 3,75000000.0,264624300.0,1034727750.0,959727750,1379.637,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",Action,Animation,Comedy,Family,Adventure,,
1887,1939,"['35', '18']",391713,15.974,2017-11-03,7.3,3866,53,Lady Bird,10000000.0,48958273.0,78610769.0,68610769,786.1076899999999,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1888,1940,"['80', '18', '9648']",392044,15.937,2017-11-10,6.7,5406,95,Murder On The Orient Express,55000000.0,102826543.0,345922730.0,290922730,628.9504181818182,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,,,,
1889,1941,"['28', '12', '878']",305470,15.865,2017-03-24,6.2,2667,94,Power Rangers,120000000.0,85364450.0,142531552.0,22531552,118.77629333333331,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
1890,1942,"['28', '35', '80', '18']",399170,15.743,2017-08-18,6.7,1627,21,Logan Lucky,29000000.0,27778642.0,44264271.0,15264271,152.6354172413793,"['Action', 'Comedy', 'Crime', 'Drama']",Action,Comedy,Crime,Drama,,,
1891,1943,"['28', '80', '14']",400106,15.677,2017-12-22,6.2,3181,80,Bright,90000000.0,0.0,0.0,-90000000,0.0,"['Action', 'Crime', 'Fantasy']",Action,Crime,Fantasy,,,,
1892,1944,"['12', '16', '35', '10751']",137116,15.663,2017-04-07,6.2,736,5,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,137578586,329.2976433333333,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,
1893,1945,"['18', '36']",446354,15.550999999999998,2017-12-22,7.0,2506,9,The Post,50000000.0,81903458.0,179748880.0,129748880,359.49776,"['Drama', 'History']",Drama,History,,,,,
1894,1946,"['28', '14', '878', '37', '27']",353491,15.517,2017-08-04,5.6,2842,95,The Dark Tower,60000000.0,50701325.0,113461527.0,53461527,189.102545,"['Action', 'Fantasy', 'ScienceFiction', 'Western', 'Horror']",Action,Fantasy,ScienceFiction,Western,Horror,,
1895,1947,"['28', '53']",415842,15.434,2017-09-15,6.3,1596,28,American Assassin,63000000.0,36249674.0,68310140.0,5310140,108.42879365079364,"['Action', 'Thriller']",Action,Thriller,,,,,
1896,1948,['18'],389015,15.407,2017-12-08,7.5,2904,83,"I, Tonya",11000000.0,30014534.0,53797409.0,42797409,489.0673545454545,['Drama'],Drama,,,,,,
1897,1949,"['18', '36']",399404,15.331,2017-11-22,7.3,2715,84,Darkest Hour,30000000.0,56443120.0,150807172.0,120807172,502.6905733333333,"['Drama', 'History']",Drama,History,,,,,
1898,1950,"['18', '27', '9648']",381283,15.227,2017-09-15,7.0,3458,59,Mother!,30000000.0,17800004.0,42531076.0,12531076,141.77025333333333,"['Drama', 'Horror', 'Mystery']",Drama,Horror,Mystery,,,,
1899,1951,"['35', '10402']",353616,14.89,2017-12-22,6.5,1884,58,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,140736412,412.7475822222222,"['Comedy', 'Music']",Comedy,Music,,,,,
