,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_year,genre,main_genre,genre2,genre3,genre4,genre5,genre6,genre7,release_month
150,177,"['36', '28']",44092,7.621,2010-09-01,6.8,87,28,Reign Of Assassins,14.0,0.0,11354230.0,-2.64577,81.10164285714285,2010,"['History', 'Action']",History,Action,,,,,,9
151,178,"['18', '10749']",26022,7.619,2010-02-12,7.8,409,52,My Name Is Khan,8.47,4046336.0,42355526.0,33.885526,500.0652420306966,2010,"['Drama', 'Romance']",Drama,Romance,,,,,,2
152,179,"['35', '18']",39210,7.596,2010-12-22,6.1,376,42,Somewhere,7.0,1785645.0,17023121.0,10.023121,243.18744285714288,2010,"['Comedy', 'Drama']",Comedy,Drama,,,,,,12
153,180,"['18', '10749', '10402']",45272,7.567,2010-12-22,6.3,126,71,Country Strong,15.0,20218921.0,20601987.0,5.601987,137.34658,2010,"['Drama', 'Romance', 'Music']",Drama,Romance,Music,,,,,12
154,181,"['10402', '14', '28', '10751']",49852,7.566,2010-11-24,5.5,97,79,The Nutcracker In 3D,90.0,195459.0,20466016.0,-69.533984,22.740017777777776,2010,"['Music', 'Fantasy', 'Action', 'Family']",Music,Fantasy,Action,Family,,,,11
155,182,"['99', '10751']",36970,7.532,2010-04-21,7.2,167,2,Oceans,80.0,19422319.0,86787530.0,6.78753,108.4844125,2010,"['Documentary', 'Family']",Documentary,Family,,,,,,4
156,183,['18'],45094,7.51,2010-10-15,7.2,297,28,Conviction,12.5,6797696.0,11826980.0,-0.67302,94.61584,2010,['Drama'],Drama,,,,,,,10
157,184,"['35', '10751']",38843,7.442,2010-07-23,6.3,460,60,Ramona And Beezus,15.0,26167002.0,27469621.0,12.469621,183.13080666666664,2010,"['Comedy', 'Family']",Comedy,Family,,,,,,7
158,185,"['35', '18']",46829,7.357,2011-01-14,7.2,210,86,Barney'S Version,30.0,7502560.0,8845575.0,-21.154425,29.48525,2011,"['Comedy', 'Drama']",Comedy,Drama,,,,,,1
159,186,"['18', '37']",57120,7.309,2010-10-08,6.5,113,40,Meek'S Cutoff,2.0,977772.0,1869928.0,-0.130072,93.4964,2010,"['Drama', 'Western']",Drama,Western,,,,,,10
160,187,"['35', '18', '36']",46138,7.275,2010-11-19,6.6,150,14,Made In Dagenham,8.0,1095369.0,15644196.0,7.644196,195.55245,2010,"['Comedy', 'Drama', 'History']",Comedy,Drama,History,,,,,11
161,188,['18'],44835,7.14,2010-01-22,7.0,335,54,Hesher,7.0,382946.0,382946.0,-6.617054,5.470657142857143,2010,['Drama'],Drama,,,,,,,1
162,189,['18'],33511,7.099,2010-01-27,7.3,469,6,Nowhere Boy,1.9,1445366.0,7785229.0,5.885229,409.74889473684215,2010,['Drama'],Drama,,,,,,,1
163,190,"['80', '18', '53']",37414,7.087000000000001,2010-04-27,5.9,304,11,The Killer Inside Me,13.0,217277.0,3617277.0,-9.382723,27.82520769230769,2010,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,4
164,191,"['35', '18', '10749']",38093,7.047000000000001,2010-05-14,6.2,211,85,Just Wright,12.0,21540363.0,21867665.0,9.867665,182.23054166666665,2010,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,5
165,192,['35'],34803,6.862,2010-04-15,5.7,439,64,Death At A Funeral,21.0,42739347.0,48977233.0,27.977233,233.22491904761904,2010,['Comedy'],Comedy,,,,,,,4
166,193,"['18', '9648', '10749']",38407,6.824,2010-10-02,6.1,80,5,Shanghai,50.0,46425.0,15505922.0,-34.494078,31.011844,2010,"['Drama', 'Mystery', 'Romance']",Drama,Mystery,Romance,,,,,10
167,194,"['10749', '35', '18']",47607,6.695,2010-11-12,5.9,82,18,Tiny Furniture,0.05,391674.0,424149.0,0.374149,848.298,2010,"['Romance', 'Comedy', 'Drama']",Romance,Comedy,Drama,,,,,11
168,195,"['35', '10749']",35688,6.636,2010-04-02,5.9,49,16,Why Did I Get Married Too?,20.0,60095852.0,60831067.0,40.831067,304.155335,2010,"['Comedy', 'Romance']",Comedy,Romance,,,,,,4
169,196,['35'],38778,6.632000000000001,2010-07-30,5.6,920,51,Dinner For Schmucks,69.0,73026337.0,86796502.0,17.796502,125.79203188405796,2010,['Comedy'],Comedy,,,,,,,7
170,197,"['80', '18', '53', '36']",43434,6.568,2010-10-11,7.0,87,47,Carlos,18.0,145526.0,1619153.0,-16.380847,8.995294444444445,2010,"['Crime', 'Drama', 'Thriller', 'History']",Crime,Drama,Thriller,History,,,,10
171,198,"['27', '53']",38033,6.44,2010-10-01,4.1,63,43,Chain Letter,3.0,205842.0,1022453.0,-1.977547,34.08176666666667,2010,"['Horror', 'Thriller']",Horror,Thriller,,,,,,10
172,199,"['35', '18']",41479,6.424,2010-04-16,6.2,312,88,The Joneses,10.0,1475746.0,3541565.0,-6.458435,35.41565,2010,"['Comedy', 'Drama']",Comedy,Drama,,,,,,4
173,201,['18'],27569,6.3,2010-01-21,6.3,153,33,Extraordinary Measures,31.0,12482741.0,15826984.0,-15.173016,51.05478709677419,2010,['Drama'],Drama,,,,,,,1
174,202,"['18', '14']",44638,6.3,2010-12-10,5.8,52,1,The Tempest,20.0,277943.0,277943.0,-19.722057,1.389715,2010,"['Drama', 'Fantasy']",Drama,Fantasy,,,,,,12
175,203,"['35', '18', '10749']",38031,6.209,2010-05-23,5.8,431,27,You Will Meet A Tall Dark Stranger,15.0,3247816.0,34247816.0,19.247816,228.31877333333333,2010,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,5
176,204,['18'],39845,6.185,2010-06-30,6.1,28,19,Love Ranch,25.0,137885.0,146149.0,-24.853851,0.584596,2010,['Drama'],Drama,,,,,,,6
177,205,"['35', '53', '80']",66195,6.087999999999999,2010-07-01,6.3,217,84,The Perfect Host,1.0,48764.0,51587.0,-0.948413,5.1587000000000005,2010,"['Comedy', 'Thriller', 'Crime']",Comedy,Thriller,Crime,,,,,7
178,206,"['18', '28', '10749']",37737,6.058,2010-05-21,5.8,67,66,Kites,9.2,1685269.0,17155193.0,7.955193,186.4694891304348,2010,"['Drama', 'Action', 'Romance']",Drama,Action,Romance,,,,,5
179,207,"['35', '80', '53']",12834,5.996,2010-09-17,6.0,214,17,Leaves Of Grass,9.0,70066.0,85527.0,-8.914473,0.9503,2010,"['Comedy', 'Crime', 'Thriller']",Comedy,Crime,Thriller,,,,,9
180,208,"['35', '18']",40247,5.945,2010-01-22,6.3,81,15,Please Give,3.0,4033574.0,4570178.0,1.570178,152.33926666666667,2010,"['Comedy', 'Drama']",Comedy,Drama,,,,,,1
181,209,['35'],27584,5.7620000000000005,2010-06-03,5.8,68,15,High School,10.0,139034.0,248133.0,-9.751867,2.48133,2010,['Comedy'],Comedy,,,,,,,6
182,210,['99'],43942,5.705,2010-10-01,6.6,57,80,Freakonomics,2.9,101270.0,172867.0,-2.727133,5.960931034482759,2010,['Documentary'],Documentary,,,,,,,10
183,211,['18'],18530,5.572,2010-03-12,5.6,46,63,The Cry Of The Owl,11.5,0.0,0.0,-11.5,0.0,2010,['Drama'],Drama,,,,,,,3
184,212,"['14', '18', '27', '28', '53', '9648']",33555,5.39,2010-01-26,5.6,53,42,Sherlock Holmes,90.0,209028679.0,498438212.0,408.438212,553.8202355555555,2010,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Mystery']",Fantasy,Drama,Horror,Action,Thriller,Mystery,,1
185,213,"['18', '27', '53']",49787,5.172999999999999,2010-05-15,5.6,264,33,The Reef,10.0,0.0,15037867.0,5.037867,150.37867,2010,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,,,,,5
186,214,"['35', '18', '10749']",44594,5.141,2010-03-13,6.0,37,61,Barry Munday,3.0,0.0,0.0,-3.0,0.0,2010,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,3
187,215,['35'],47088,5.056,2010-08-01,5.9,46,53,The Extra Man,7.0,453377.0,492108.0,-6.507892,7.030114285714285,2010,['Comedy'],Comedy,,,,,,,8
188,216,['35'],34563,5.025,2010-03-12,5.5,57,95,Our Family Wedding,14.0,20255281.0,21410546.0,7.410546,152.93247142857143,2010,['Comedy'],Comedy,,,,,,,3
189,217,"['28', '18', '53']",35402,5.002,2010-09-10,5.2,42,91,Icarus,6.0,0.0,0.0,-6.0,0.0,2010,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,9
190,219,['99'],432976,9.661,2017-07-26,7.8,293,91,Icarus,6.0,0.0,0.0,-6.0,0.0,2017,['Documentary'],Documentary,,,,,,,7
191,220,"['18', '10751']",56601,4.958,2010-04-16,6.3,44,36,The Perfect Game,12.5,1089445.0,3931367.0,-8.568633,31.450936,2010,"['Drama', 'Family']",Drama,Family,,,,,,4
192,221,['35'],42889,4.834,2010-09-10,4.6,35,44,The Virginity Hit,2.0,636706.0,636706.0,-1.363294,31.8353,2010,['Comedy'],Comedy,,,,,,,9
193,222,['35'],46198,4.378,2010-04-22,5.9,68,26,My Girlfriend'S Boyfriend,1.4,0.0,0.0,-1.4,0.0,2010,['Comedy'],Comedy,,,,,,,4
194,223,"['18', '10751']",35691,4.242,2010-04-09,6.9,71,25,Letters To God,3.0,2848587.0,3237452.0,0.237452,107.91506666666666,2010,"['Drama', 'Family']",Drama,Family,,,,,,4
195,224,"['35', '18']",19688,4.046,2010-07-13,5.9,35,23,Middle Of Nowhere,0.2,236806.0,236806.0,0.036806,118.403,2010,"['Comedy', 'Drama']",Comedy,Drama,,,,,,7
196,225,['18'],83588,1.62,2012-01-20,6.5,11,23,Middle Of Nowhere,0.2,236806.0,236806.0,0.036806,118.403,2012,['Drama'],Drama,,,,,,,1
197,226,"['35', '10751']",76706,3.793,2010-12-01,5.4,29,45,Christmas Mail,2.5,0.0,0.0,-2.5,0.0,2010,"['Comedy', 'Family']",Comedy,Family,,,,,,12
198,227,"['28', '18', '53', '12']",62255,3.5810000000000004,2010-09-12,6.7,29,4,Tracker,6.5,0.0,3149.0,-6.496851,0.0484461538461538,2010,"['Action', 'Drama', 'Thriller', 'Adventure']",Action,Drama,Thriller,Adventure,,,,9
199,228,['99'],72914,3.3560000000000003,2010-04-16,7.2,69,10,"Fat, Sick & Nearly Dead",2.6,0.0,0.0,-2.6,0.0,2010,['Documentary'],Documentary,,,,,,,4
200,230,['18'],44944,2.858,2010-11-05,6.8,33,67,For Colored Girls,21.0,37729698.0,38017873.0,17.017873,181.03749047619047,2010,['Drama'],Drama,,,,,,,11
201,231,['99'],78394,2.7460000000000004,2010-05-14,7.4,12,31,Sea Rex 3D: Journey To A Prehistoric World,5.0,6096582.0,16515203.0,11.515203,330.30406,2010,['Documentary'],Documentary,,,,,,,5
202,232,"['18', '10751']",37206,2.7060000000000004,2010-04-13,6.3,19,93,A Shine Of Rainbows,6.0,0.0,0.0,-6.0,0.0,2010,"['Drama', 'Family']",Drama,Family,,,,,,4
203,233,"['18', '10749']",33870,2.681,2010-08-20,7.0,45,31,Mao'S Last Dancer,18.0,4806750.0,25941437.0,7.941437,144.11909444444444,2010,"['Drama', 'Romance']",Drama,Romance,,,,,,8
204,235,"['878', '9648', '18', '53']",335866,7.838999999999999,2015-05-28,6.0,797,69,Circle,2.0,10024.0,10024.0,-1.989976,0.5012,2015,"['ScienceFiction', 'Mystery', 'Drama', 'Thriller']",ScienceFiction,Mystery,Drama,Thriller,,,,5
205,236,['18'],28987,2.403,2010-10-31,6.9,12,94,The Kid,65.0,69688384.0,69688384.0,4.688384,107.21289846153846,2010,['Drama'],Drama,,,,,,,10
206,237,"['27', '28', '35', '53']",108993,2.377,2010-01-16,3.5,15,45,Detention,10.0,0.0,0.0,-10.0,0.0,2010,"['Horror', 'Action', 'Comedy', 'Thriller']",Horror,Action,Comedy,Thriller,,,,1
207,238,"['27', '35', '878']",68684,6.136,2011-03-16,5.6,206,45,Detention,10.0,0.0,0.0,-10.0,0.0,2011,"['Horror', 'Comedy', 'ScienceFiction']",Horror,Comedy,ScienceFiction,,,,,3
208,239,"['18', '35', '10749']",5178,2.321,2010-04-30,6.4,30,73,The Good Heart,3.8,20930.0,340930.0,-3.45907,8.971842105263157,2010,"['Drama', 'Comedy', 'Romance']",Drama,Comedy,Romance,,,,,4
209,240,['99'],40428,2.19,2010-01-01,6.2,11,38,8: The Mormon Proposition,2.5,100280.0,100280.0,-2.39972,4.0112000000000005,2010,['Documentary'],Documentary,,,,,,,1
210,241,['878'],136921,2.172,2010-04-01,7.1,35,59,Pixels,90.0,78765986.0,244041804.0,154.041804,271.15756000000005,2010,['ScienceFiction'],ScienceFiction,,,,,,,4
211,242,"['28', '35', '878']",257344,23.029,2015-07-24,5.6,4423,59,Pixels,90.0,78765986.0,244041804.0,154.041804,271.15756000000005,2015,"['Action', 'Comedy', 'ScienceFiction']",Action,Comedy,ScienceFiction,,,,,7
212,243,['18'],59728,2.142,2011-03-25,4.7,15,76,The 5Th Quarter,6.0,408159.0,408159.0,-5.591841,6.802650000000001,2011,['Drama'],Drama,,,,,,,3
213,246,"['18', '35']",74447,1.961,2010-10-26,6.5,16,50,The Hammer,0.85,442638.0,442638.0,-0.407362,52.07505882352941,2010,"['Drama', 'Comedy']",Drama,Comedy,,,,,,10
214,248,"['18', '10402']",88036,4.417,2012-08-17,5.9,53,96,Sparkle,10.0,24397469.0,24660323.0,14.660323,246.60323,2012,"['Drama', 'Music']",Drama,Music,,,,,,8
215,249,['18'],51976,1.636,2010-08-19,6.7,15,36,Brother,12.0,450594.0,450594.0,-11.549406,3.75495,2010,['Drama'],Drama,,,,,,,8
216,252,['53'],228933,2.873,2013-10-25,4.9,18,72,Drones,0.5,0.0,0.0,-0.5,0.0,2013,['Thriller'],Thriller,,,,,,,10
217,254,"['18', '10751', '10770']",77934,1.4,2010-11-28,6.1,11,94,The Christmas Bunny,0.25,0.0,0.0,-0.25,0.0,2010,"['Drama', 'Family', 'TVMovie']",Drama,Family,TVMovie,,,,,11
218,258,"['35', '10749']",42057,1.332,2010-10-08,4.6,12,36,It'S A Wonderful Afterlife,10.0,0.0,1642939.0,-8.357061,16.429389999999998,2010,"['Comedy', 'Romance']",Comedy,Romance,,,,,,10
219,262,"['53', '9648']",328425,12.097,2015-08-07,6.7,1797,28,The Gift,10.0,12008642.0,44567606.0,34.567606,445.67606,2015,"['Thriller', 'Mystery']",Thriller,Mystery,,,,,,8
220,264,"['35', '10402', '10751']",55567,1.224,2010-07-16,4.3,12,11,Standing Ovation,5.6,531806.0,531806.0,-5.068194,9.496535714285717,2010,"['Comedy', 'Music', 'Family']",Comedy,Music,Family,,,,,7
221,269,"['28', '18', '878']",263115,45.0,2017-03-03,7.8,12330,59,Logan,127.0,226277068.0,615461394.0,488.461394,484.61527086614177,2017,"['Action', 'Drama', 'ScienceFiction']",Action,Drama,ScienceFiction,,,,,3
222,274,"['9648', '53', '27']",419430,24.739,2017-02-24,7.5,8760,49,Get Out,5.0,176040665.0,255367951.0,250.367951,5107.35902,2017,"['Mystery', 'Thriller', 'Horror']",Mystery,Thriller,Horror,,,,,2
223,276,"['28', '12', '27', '878']",35791,0.667,2010-09-10,5.9,2119,70,Resident Evil: Afterlife,57.5,60128566.0,295874190.0,238.37419,514.5638086956521,2010,"['Action', 'Adventure', 'Horror', 'ScienceFiction']",Action,Adventure,Horror,ScienceFiction,,,,9
224,278,['18'],489991,4.11,2018-01-20,6.8,19,93,Rust,0.25,0.0,0.0,-0.25,0.0,2018,['Drama'],Drama,,,,,,,1
225,280,"['18', '80', '37', '53']",238811,2.485,2014-07-01,6.7,20,52,No Man'S Land,1.0,1067481.0,2684207.0,1.684207,268.42069999999995,2014,"['Drama', 'Crime', 'Western', 'Thriller']",Drama,Crime,Western,Thriller,,,,7
226,283,"['18', '28', '35', '80']",208869,7.815,2014-09-26,6.1,116,39,Plastic,10.0,0.0,575371.0,-9.424629,5.75371,2014,"['Drama', 'Action', 'Comedy', 'Crime']",Drama,Action,Comedy,Crime,,,,9
227,285,['35'],65997,2.989,2011-07-01,6.0,12,92,Vampires,20.0,20268825.0,20268825.0,0.268825,101.344125,2011,['Comedy'],Comedy,,,,,,,7
228,288,"['80', '53', '9648']",70436,8.635,2012-04-27,6.3,681,45,The Raven,26.0,16008272.0,30601801.0,4.601801,117.6992346153846,2012,"['Crime', 'Thriller', 'Mystery']",Crime,Thriller,Mystery,,,,,4
229,294,"['80', '28', '53']",336004,7.553999999999999,2015-11-13,5.8,498,4,Heist,35.0,23483357.0,28906817.0,-6.093183,82.59090571428571,2015,"['Crime', 'Action', 'Thriller']",Crime,Action,Thriller,,,,,11
230,296,"['16', '12', '35', '10751', '28', '14']",62177,18.908,2012-06-22,6.9,8116,77,Brave,185.0,237282182.0,554606532.0,369.606532,299.7873145945946,2012,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",Animation,Adventure,Comedy,Family,Action,Fantasy,,6
231,298,"['53', '27']",243940,10.157,2015-02-27,5.1,825,76,The Lazarus Effect,5.0,25801570.0,38359310.0,33.35931,767.1862,2015,"['Thriller', 'Horror']",Thriller,Horror,,,,,,2
232,300,"['27', '53']",77949,10.73,2011-08-17,6.4,782,4,The Awakening,4.9,95933.0,6924321.0,2.024321,141.31267346938776,2011,"['Horror', 'Thriller']",Horror,Thriller,,,,,,8
233,304,"['12', '80', '18', '53']",206563,7.178999999999999,2015-10-09,7.1,353,46,Trash,12.0,17484.0,6553186.0,-5.446814,54.60988333333333,2015,"['Adventure', 'Crime', 'Drama', 'Thriller']",Adventure,Crime,Drama,Thriller,,,,10
234,306,"['35', '12', '14']",38319,12.254,2011-04-08,5.3,735,78,Your Highness,50.0,21596445.0,26121638.0,-23.878362,52.24327600000001,2011,"['Comedy', 'Adventure', 'Fantasy']",Comedy,Adventure,Fantasy,,,,,4
235,307,"['12', '14', '28']",10195,38.068000000000005,2011-05-06,6.7,12764,70,Thor,150.0,181030624.0,449326618.0,299.326618,299.5510786666667,2011,"['Adventure', 'Fantasy', 'Action']",Adventure,Fantasy,Action,,,,,5
236,308,['35'],45243,32.266,2011-05-25,6.4,6231,39,The Hangover Part Ii,80.0,254464305.0,586464305.0,506.464305,733.08038125,2011,['Comedy'],Comedy,,,,,,,5
237,309,"['12', '28', '14']",1865,30.579,2011-05-20,6.4,8571,2,Pirates Of The Caribbean: On Stranger Tides,410.6,241063875.0,1045663875.0,635.063875,254.6672856794934,2011,"['Adventure', 'Action', 'Fantasy']",Adventure,Action,Fantasy,,,,,5
